Temp,Humidity,Visibility,Wind,Precip,Time,Avspeed
16,41,1,7,5,-2,29
12,47,4,1,2,4,44
11,1,1,7,4,80,2
5,10,8,7,5,22,67
16,65,5,3,1,94,36
6,38,1,3,1,90,28
11,43,11,11,5,34,1
10,75,2,2,2,92,62
19,61,7,5,5,61,56
5,23,11,10,5,56,62
17,23,1,9,5,-14,61
19,37,3,4,5,88,36
11,2,9,11,5,79,32
6,8,3,1,1,9,75
9,34,12,8,5,73,71
16,50,4,5,4,-5,26
17,15,2,5,4,42,78
15,24,2,5,5,34,42
7,11,4,5,2,11,8
10,65,3,2,2,105,75
13,25,9,4,3,30,70
5,26,1,7,4,58,4
10,17,1,12,5,27,46
18,11,1,2,1,90,45
11,13,11,11,5,28,26
6,21,2,4,4,87,50
12,31,12,5,5,62,1
5,27,11,7,5,-14,31
5,38,2,12,5,45,53
12,20,1,2,4,47,36
16,26,2,6,4,0,51
5,43,9,2,3,40,62
19,82,2,5,1,93,14
9,30,3,4,5,52,0
5,27,6,11,5,83,25
9,12,2,6,3,76,30
5,39,8,3,3,11,46
17,47,6,5,5,77,43
9,33,1,6,5,56,80
6,35,6,7,5,90,5
13,2,4,7,4,21,52
6,49,4,4,5,64,16
6,50,3,6,5,-1,68
19,74,2,1,2,102,24
13,10,1,7,4,0,0
1,72,7,6,3,112,24
15,53,4,9,5,-6,8
15,57,7,11,5,40,26
8,21,1,6,4,-16,38
19,19,7,9,5,41,31
8,46,4,6,4,5,14
17,9,3,2,3,74,11
8,49,2,5,5,-16,26
17,24,9,3,5,31,6
17,29,9,6,5,6,43
17,41,8,5,5,63,48
5,10,3,10,5,18,65
9,27,2,3,5,-1,74
6,19,1,6,5,13,26
11,21,1,2,4,68,79
2,22,4,2,5,89,49
11,59,2,5,3,8,49
5,10,5,4,2,90,71
8,18,12,6,5,15,69
17,19,2,6,4,66,17
1,56,1,2,5,85,57
1,35,4,3,4,32,17
10,42,12,3,5,89,38
18,19,4,3,4,81,60
5,25,1,7,5,5,30
8,16,2,11,5,88,32
9,16,9,6,5,73,27
16,39,4,2,5,23,53
6,1,2,10,5,-16,71
13,21,6,5,2,42,48
19,2,6,8,5,59,18
6,4,8,3,1,63,19
12,50,4,3,4,78,38
16,48,2,6,5,62,44
15,41,12,5,5,-20,20
5,59,9,2,2,88,56
17,17,6,2,2,22,80
12,44,9,1,2,31,80
13,3,4,3,4,34,27
19,4,9,5,1,22,15
3,16,1,2,4,39,42
10,28,5,6,2,29,62
9,37,10,6,5,90,67
8,67,3,3,3,32,44
11,41,4,5,1,37,15
15,31,11,4,5,34,74
10,16,3,2,5,0,76
19,16,8,1,3,89,9
5,48,8,6,5,29,76
11,31,11,10,5,18,62
6,1,7,4,1,98,25
5,7,3,7,4,64,81
12,20,2,6,5,32,45
2,32,2,2,4,-6,11
16,16,3,7,5,31,79
3,6,1,2,5,84,57
4,9,8,5,1,24,32
9,56,3,3,5,-20,27
9,58,2,4,5,51,5
6,26,5,7,5,71,19
6,57,6,5,2,91,75
9,1,1,11,5,32,42
20,72,7,2,3,81,33
11,39,3,3,4,21,64
14,41,9,3,2,88,36
5,9,4,7,4,28,5
18,10,1,2,4,48,0
8,30,2,5,5,1,0
3,14,9,1,1,112,26
6,82,3,2,1,80,10
20,37,7,2,1,7,19
8,16,1,7,4,13,38
8,45,5,5,5,49,20
3,28,7,2,2,49,39
14,21,8,2,2,1,12
5,41,6,1,3,-1,47
7,58,11,8,5,84,61
9,38,5,4,1,76,31
17,22,2,5,4,-14,23
9,29,2,12,5,62,31
17,78,5,3,1,113,61
4,45,3,6,4,1,77
15,33,4,12,5,96,74
8,56,7,3,2,12,47
14,16,1,3,4,-20,43
17,5,5,5,3,59,29
7,57,2,5,5,34,55
6,24,4,12,5,35,80
17,25,4,6,5,86,15
17,61,9,6,5,-11,14
6,37,6,4,1,30,53
7,35,1,2,4,41,42
1,2,3,3,4,-7,4
3,77,3,4,1,43,79
20,43,8,6,3,87,55
4,58,8,4,2,58,41
4,31,2,3,5,53,10
4,21,5,6,5,38,72
10,39,2,2,1,9,65
20,3,9,6,5,96,41
14,1,3,5,5,73,35
14,14,1,3,5,-6,60
16,57,2,4,4,-29,29
5,40,2,5,5,67,49
8,17,5,2,3,29,3
11,21,8,3,5,69,40
4,3,8,4,1,94,46
3,50,5,1,3,79,74
4,47,3,3,4,43,69
6,74,1,5,2,47,6
5,57,3,5,2,43,5
6,27,1,6,4,42,33
13,47,9,6,3,116,72
14,1,1,8,5,36,71
15,29,1,4,5,37,62
4,59,7,4,5,6,33
6,55,10,8,5,56,5
16,14,10,11,5,97,40
18,40,8,8,5,41,79
14,7,3,3,4,42,72
5,19,3,9,5,28,23
18,41,5,5,1,51,36
1,20,6,5,2,89,37
13,30,3,9,5,32,62
6,68,2,1,1,58,33
11,53,4,2,4,74,24
4,74,5,5,2,47,63
7,60,4,2,2,50,2
13,14,2,4,4,36,44
7,21,9,4,5,41,40
2,20,9,6,3,66,25
15,55,4,6,5,11,32
18,27,8,5,5,97,78
14,36,4,3,5,41,74
12,45,3,5,4,54,27
9,60,5,7,5,12,4
2,30,5,3,3,8,19
10,51,8,6,5,91,14
9,55,9,10,5,99,50
17,17,3,4,5,-3,29
4,2,1,6,5,89,35
10,21,3,3,5,35,42
12,47,6,3,5,61,21
1,46,4,4,5,83,63
6,79,8,5,3,34,71
16,36,1,3,5,85,33
12,32,2,6,5,41,74
15,31,4,3,5,62,1
5,54,3,7,4,57,4
17,26,9,6,1,63,5
4,19,2,2,4,-21,62
16,49,2,3,5,-27,36
20,6,2,11,5,91,60
12,35,3,5,2,46,46
2,20,5,5,3,8,78
18,35,6,4,5,74,1
4,21,1,6,2,14,18
11,43,11,3,5,88,59
10,28,1,2,1,5,29
4,24,1,4,5,21,41
14,48,3,2,4,45,23
1,38,2,4,3,95,6
8,43,2,2,4,65,53
7,22,11,12,5,76,33
20,24,7,8,5,84,63
10,43,2,4,5,13,62
7,36,9,4,5,-9,40
8,51,5,7,5,29,26
7,39,4,1,1,63,67
14,54,2,6,4,69,71
7,28,2,4,4,73,36
11,17,5,12,5,-19,71
13,43,4,8,5,4,56
2,40,9,2,2,66,2
11,39,2,2,4,61,27
5,55,4,2,4,-4,17
1,38,1,6,4,59,11
10,81,9,2,2,41,40
8,24,1,7,5,36,2
8,16,12,7,5,90,44
8,29,4,7,4,11,49
11,5,7,5,1,45,9
17,20,3,9,5,51,78
5,50,6,1,3,74,54
2,11,2,2,4,67,71
19,41,9,3,3,70,43
2,38,6,3,1,94,61
15,49,2,4,5,-14,71
16,48,4,4,4,7,47
6,16,2,9,5,49,34
12,20,8,6,5,45,13
16,17,2,4,5,57,64
17,38,1,2,3,46,36
12,9,3,4,4,53,65
20,50,7,3,2,29,25
18,23,3,6,5,75,50
13,40,5,1,2,117,61
11,56,3,5,4,4,8
17,47,5,1,2,99,43
20,22,4,3,5,42,36
17,39,5,8,5,5,44
13,34,4,7,5,81,24
10,55,2,4,5,41,78
18,24,6,4,3,90,2
5,33,4,7,5,-3,48
16,44,1,6,5,94,38
16,11,3,4,5,12,48
3,25,3,3,2,7,2
8,2,1,3,5,-14,27
4,2,4,6,4,-11,45
14,4,2,3,5,-21,41
7,14,1,8,5,81,24
5,45,4,6,4,14,55
15,53,1,3,5,-11,50
18,83,9,6,2,47,38
14,36,10,11,5,86,31
5,23,5,1,1,100,16
9,51,7,5,1,99,60
5,18,5,1,2,41,9
14,31,1,12,5,97,15
6,38,3,7,5,-7,8
7,1,3,3,4,23,43
6,44,6,1,2,24,17
15,48,6,3,1,66,37
9,1,2,3,5,-7,0
10,9,12,9,5,96,70
10,60,7,9,5,47,15
10,11,4,6,1,75,71
14,66,6,3,1,9,6
10,83,2,2,3,103,49
16,13,6,6,5,47,63
6,22,4,5,4,16,5
13,29,1,2,4,17,47
10,55,2,7,5,57,69
17,77,1,3,3,53,59
18,21,10,3,5,54,32
8,26,4,7,5,-29,58
19,3,6,5,5,16,53
7,43,2,5,5,61,8
8,68,4,6,3,84,21
7,44,7,1,3,68,79
16,13,9,8,5,90,2
1,23,3,7,4,10,71
5,35,1,5,5,56,42
3,11,1,4,5,36,74
15,10,9,9,5,76,38
16,3,8,6,2,100,60
13,37,7,3,1,33,13
10,24,8,9,5,77,32
17,40,4,2,4,-3,2
17,74,1,2,1,74,24
8,5,2,2,4,21,59
11,28,3,3,2,18,61
3,12,3,3,1,23,43
17,3,1,7,4,59,5
9,12,7,3,3,3,52
10,34,4,4,3,-2,70
20,17,4,5,5,6,74
14,5,5,1,1,111,63
5,57,4,6,4,89,48
10,31,10,3,5,42,11
16,7,3,5,4,30,2
5,40,4,1,2,104,8
11,25,4,9,5,26,22
12,19,4,9,5,87,59
14,10,7,4,5,24,39
11,15,7,3,2,116,20
3,38,2,7,5,12,34
20,41,4,4,1,22,66
6,56,4,7,5,-5,57
7,54,2,6,2,84,80
17,30,11,7,5,-12,65
8,15,10,5,5,78,35
2,6,2,1,3,82,5
6,42,9,5,5,41,63
1,39,1,6,2,64,56
9,41,5,10,5,67,65
10,50,3,4,5,29,48
20,58,2,3,2,8,70
8,33,11,10,5,68,53
14,68,7,1,3,85,28
15,59,7,6,3,109,33
20,17,1,8,5,-1,5
3,70,4,6,3,30,37
15,45,6,4,1,75,1
13,24,5,4,2,99,61
19,20,2,5,5,51,81
14,49,6,4,5,18,69
19,12,8,8,5,80,32
13,16,12,7,5,90,21
8,33,8,3,5,97,53
18,31,1,3,2,112,53
17,26,3,6,4,-16,71
16,59,9,9,5,29,3
4,66,1,6,1,23,39
5,60,10,4,5,59,64
8,32,7,11,5,28,74
8,26,1,5,5,72,51
10,10,7,5,5,91,32
10,53,3,6,4,42,16
9,40,2,7,5,19,32
8,18,2,6,5,86,32
13,8,1,7,5,58,11
18,3,4,2,4,19,38
15,53,5,2,2,60,36
8,24,4,2,3,71,21
10,56,4,4,5,58,38
19,63,3,6,2,14,3
8,79,9,1,2,36,29
4,9,2,2,4,9,31
16,53,5,4,5,97,79
10,40,7,2,2,2,64
10,15,3,1,2,91,24
10,36,12,7,5,-19,73
11,14,3,6,3,68,46
5,41,3,3,5,-23,23
7,25,3,5,5,61,18
8,11,2,4,4,65,74
13,34,1,6,4,-23,16
18,67,4,4,3,75,10
8,29,3,3,4,36,23
5,6,3,1,2,38,59
14,54,8,11,5,-15,51
10,20,1,7,5,-17,20
17,54,2,3,4,52,13
11,10,1,7,5,8,17
17,24,9,4,5,52,37
7,27,2,5,5,32,79
7,27,2,1,2,77,65
18,52,1,4,4,-30,1
8,33,5,4,3,91,50
4,8,4,4,2,30,71
7,51,8,8,5,86,53
19,13,3,4,3,112,28
8,34,2,4,4,19,41
14,21,1,3,4,-22,25
17,48,8,1,2,19,36
12,32,1,5,4,34,8
14,4,3,5,1,94,14
17,31,3,9,5,42,14
3,59,9,1,1,90,25
20,5,1,5,5,65,61
1,26,4,2,2,58,67
13,24,2,7,5,-11,78
17,27,8,1,2,25,71
4,56,1,7,4,-7,78
11,2,8,7,5,42,81
14,40,1,3,4,-2,65
1,6,3,6,4,42,59
17,60,12,9,5,88,14
20,56,11,7,5,64,42
13,18,2,4,5,33,66
8,56,4,2,1,114,28
18,14,1,4,5,20,16
6,34,1,6,1,95,55
12,40,1,6,3,72,69
11,70,6,1,1,69,61
2,7,6,5,1,8,0
12,55,8,12,5,80,53
8,19,1,7,4,30,73
2,49,5,4,3,9,47
4,22,3,4,5,83,24
5,7,8,8,5,8,55
1,57,4,1,1,54,73
17,22,12,7,5,-5,14
15,42,7,1,2,18,43
10,56,4,5,4,-23,71
10,6,3,10,5,21,37
1,54,6,6,1,56,77
14,2,2,10,5,88,17
14,20,3,7,5,22,74
18,45,4,6,3,44,72
2,9,2,4,5,45,75
18,49,2,4,1,52,79
20,72,8,6,2,57,18
14,29,10,11,5,-8,77
15,76,6,5,3,35,45
16,54,3,5,5,7,63
7,74,7,3,2,5,39
13,42,3,2,5,12,64
4,47,6,2,2,79,23
12,28,2,9,5,13,78
7,37,6,7,5,73,31
14,32,12,3,5,33,81
13,31,2,2,1,100,12
4,48,2,5,4,82,66
17,32,3,1,2,93,4
13,25,6,10,5,42,27
4,13,5,4,5,52,63
19,41,2,3,1,85,50
15,15,12,7,5,-2,79
14,48,1,4,5,27,2
9,49,9,3,5,43,10
9,29,7,6,1,65,15
5,26,2,12,5,41,7
19,44,6,9,5,28,73
18,54,4,12,5,-7,45
11,61,8,2,1,14,53
13,21,1,7,4,72,80
9,18,1,5,4,44,78
5,16,11,8,5,20,1
11,7,12,7,5,72,44
5,59,6,2,3,104,81
4,41,2,2,5,44,57
16,53,5,2,3,102,47
18,43,2,4,5,68,54
17,47,1,2,4,79,52
2,21,9,4,3,59,7
14,4,7,7,5,44,63
16,21,2,3,5,38,9
8,7,9,3,1,6,81
18,43,4,5,4,-27,61
16,41,5,10,5,35,58
8,4,5,1,3,32,26
17,11,6,2,1,114,6
15,4,7,7,5,62,19
11,11,3,3,5,67,47
18,26,3,7,5,73,13
2,7,1,3,4,74,28
18,10,1,1,1,111,13
7,18,9,3,2,96,44
8,75,6,1,3,0,35
12,47,1,3,4,50,58
18,14,11,4,5,86,67
18,29,8,11,5,2,13
17,25,3,7,4,79,37
1,21,2,3,3,90,74
5,41,4,5,4,77,29
14,31,1,4,5,39,4
10,56,1,7,5,4,44
16,53,2,3,4,44,66
17,61,9,5,5,64,21
4,22,3,2,4,67,30
6,52,1,4,2,5,40
1,42,9,4,1,75,12
9,5,9,8,5,34,74
1,4,1,3,4,1,33
14,23,10,12,5,39,76
5,60,11,12,5,7,31
6,48,4,6,5,-17,32
17,81,4,5,2,64,53
12,17,3,7,5,3,66
14,48,12,3,5,39,64
3,30,8,3,3,79,52
1,3,1,4,4,75,9
8,36,3,6,4,74,2
9,9,7,3,3,29,40
15,46,7,3,1,58,35
17,53,2,5,5,16,2
17,66,8,3,3,58,74
14,31,7,10,5,-14,73
5,8,2,3,5,81,14
18,31,1,2,3,51,7
12,47,4,7,5,39,76
14,35,7,4,5,-6,14
20,56,8,12,5,-4,1
8,22,2,2,4,35,48
4,9,11,12,5,81,56
1,19,1,3,2,37,4
17,36,4,6,5,35,13
18,38,4,8,5,31,32
13,56,2,2,5,17,50
11,8,9,5,5,40,80
2,46,1,5,4,27,31
5,42,2,7,5,-29,26
14,1,5,10,5,-19,32
16,15,4,5,1,91,79
6,77,3,6,3,28,81
20,28,11,12,5,33,50
5,47,2,7,5,38,2
3,46,5,6,3,113,16
16,3,9,6,2,75,60
12,30,5,3,1,1,34
7,74,6,4,2,39,14
17,56,7,3,5,-19,63
11,61,8,4,2,96,13
13,38,3,2,4,-23,27
14,64,7,2,1,4,32
16,3,12,4,5,59,55
16,51,1,7,4,-28,45
4,39,2,8,5,-7,51
7,38,5,4,5,97,69
15,12,12,5,5,91,20
7,4,5,1,1,50,10
7,2,12,6,5,20,51
7,21,5,2,3,16,80
12,24,2,3,5,-1,44
15,35,11,5,5,53,80
5,30,2,7,5,62,80
12,26,2,2,5,41,34
18,14,4,6,5,68,47
18,56,1,3,5,17,69
17,82,7,1,2,71,42
17,25,1,8,5,67,30
8,48,7,12,5,-20,51
16,6,1,4,5,25,75
13,79,3,3,1,101,7
13,44,2,5,3,8,9
1,69,6,5,2,85,17
10,2,4,2,1,101,67
5,5,2,4,5,45,78
10,4,5,10,5,80,78
1,77,2,5,1,74,69
12,37,2,2,1,66,70
4,60,7,9,5,22,65
9,77,2,1,3,67,22
20,75,4,5,2,100,67
17,56,3,5,3,61,19
9,29,2,3,4,32,34
14,57,1,11,5,36,1
8,16,1,3,4,-24,50
15,36,2,7,5,77,2
3,23,7,1,1,60,1
2,65,7,4,1,84,51
11,39,1,2,4,10,27
9,52,1,4,4,70,71
18,12,6,6,5,76,16
8,43,1,4,4,4,22
14,22,7,5,1,24,53
18,34,11,8,5,-20,75
19,53,1,4,1,101,80
16,52,5,8,5,91,43
6,17,4,4,4,64,61
8,31,4,9,5,15,57
18,4,6,5,3,94,44
17,82,2,2,3,20,11
14,8,1,2,5,33,13
20,47,4,7,5,17,0
17,41,1,7,4,36,73
6,22,1,2,1,44,35
9,37,4,2,4,30,71
18,14,8,5,1,92,10
6,2,3,5,4,24,35
4,18,11,7,5,34,51
13,11,9,8,5,84,10
14,28,7,6,3,29,53
15,29,8,6,1,37,79
18,51,1,4,5,25,65
2,32,2,5,5,57,75
2,29,4,1,1,7,15
5,36,10,5,5,83,71
10,56,2,5,4,-7,69
16,11,1,2,1,72,80
7,14,4,6,4,-22,54
20,8,5,1,3,13,72
16,73,6,5,3,69,28
8,36,7,6,5,-8,68
10,66,8,3,2,91,46
6,45,3,4,4,19,37
9,26,9,4,5,24,15
7,22,2,2,4,87,56
6,42,2,3,4,0,28
13,12,6,8,5,54,49
18,49,5,5,5,76,77
3,10,8,5,1,6,53
8,16,12,7,5,75,56
8,1,4,3,4,32,47
4,53,3,7,4,39,12
7,19,1,4,4,-22,56
7,48,9,6,3,83,34
5,36,2,2,5,19,48
20,56,10,6,5,73,67
18,38,1,3,4,-7,16
14,9,2,3,5,-30,29
12,63,1,4,2,7,52
12,57,3,7,5,58,19
13,67,2,4,2,9,37
3,53,3,3,2,10,70
15,64,9,2,2,113,32
16,9,10,9,5,4,23
12,38,3,7,5,-27,43
10,28,10,6,5,63,17
11,23,6,11,5,17,48
20,41,8,1,2,100,8
18,19,1,11,5,85,63
3,5,1,2,2,55,21
14,35,4,5,3,81,2
10,21,1,9,5,11,64
12,3,2,12,5,34,46
1,14,7,5,3,50,23
6,10,5,6,5,98,5
8,35,10,5,5,49,73
5,34,4,4,4,76,64
18,33,9,5,5,14,49
17,40,2,2,1,48,68
14,31,2,5,4,57,50
6,51,1,5,4,7,81
4,45,2,11,5,60,33
5,59,1,4,2,72,0
2,38,4,2,5,52,75
8,19,2,2,4,53,43
11,66,4,2,2,82,23
13,30,9,3,5,80,20
1,6,8,2,1,52,57
7,7,5,5,1,24,77
9,39,7,2,3,104,35
7,34,9,12,5,85,11
10,57,1,2,5,2,5
8,78,5,5,2,0,44
16,51,2,4,4,-24,74
18,7,1,6,5,3,67
3,3,3,5,5,-29,8
6,79,6,4,3,45,35
5,28,3,3,2,15,41
5,23,7,8,5,16,36
11,4,4,2,5,59,32
17,35,8,12,5,40,8
8,6,2,3,5,17,15
9,23,9,6,2,88,78
11,4,5,8,5,-1,70
11,32,12,8,5,10,42
6,53,3,3,5,4,49
12,34,3,3,4,47,35
14,36,1,2,4,41,28
11,47,7,3,3,41,28
20,42,8,3,5,4,10
14,20,4,6,4,18,34
10,20,6,3,5,41,75
11,5,1,3,4,62,9
16,7,11,5,5,47,51
10,40,1,4,5,45,18
4,45,2,5,1,103,40
17,57,10,3,5,-3,41
9,29,8,2,1,52,7
9,45,1,1,2,30,56
8,23,12,7,5,0,16
15,48,2,7,5,38,49
15,58,4,6,5,7,55
4,68,2,2,1,20,33
15,54,8,12,5,76,61
18,70,3,2,2,2,68
18,44,9,7,5,29,11
18,28,2,3,5,72,75
6,35,7,8,5,23,14
7,21,7,5,5,86,57
12,28,3,2,5,21,77
9,2,7,1,2,35,48
10,52,5,4,5,-12,17
17,12,11,5,5,92,74
13,2,4,7,4,16,21
20,34,9,11,5,61,69
16,57,10,6,5,41,57
9,33,1,5,4,-27,20
15,62,4,4,1,2,61
8,17,1,7,5,73,49
6,57,6,4,3,8,53
13,9,2,6,1,55,2
20,3,6,10,5,56,34
16,52,4,7,5,74,43
12,28,1,5,4,-7,5
1,12,4,3,5,24,13
4,48,2,4,1,12,26
13,11,6,4,5,-3,62
16,48,8,1,1,102,20
16,80,4,1,1,81,10
4,26,2,3,5,86,31
16,42,3,6,5,61,7
16,55,3,5,4,-3,79
6,43,3,3,4,4,69
7,53,4,2,5,-29,56
10,9,2,3,2,104,23
11,48,2,6,4,51,8
10,37,2,12,5,3,1
11,29,12,7,5,6,24
15,56,6,2,3,29,44
11,48,2,3,4,1,69
18,25,1,3,5,64,39
20,21,7,11,5,73,25
19,5,4,4,3,88,34
8,3,4,5,5,-18,71
7,42,11,6,5,38,7
2,28,4,3,1,39,64
16,42,1,3,4,25,48
19,6,4,11,5,51,68
1,42,6,2,3,56,62
4,73,8,3,2,8,31
9,5,6,1,3,78,64
1,29,3,2,1,107,49
16,10,2,2,4,-16,14
9,59,4,5,3,35,13
1,74,7,3,1,94,45
8,42,7,10,5,8,6
1,5,1,6,4,11,7
20,60,2,4,1,40,3
2,46,2,4,4,43,14
20,52,4,7,5,13,24
16,49,4,4,5,4,50
12,60,2,3,5,33,74
11,42,10,10,5,14,12
20,27,6,5,2,1,67
4,25,2,3,4,7,79
19,63,2,4,2,62,57
8,10,9,7,5,18,18
18,42,8,5,1,-2,11
11,37,4,4,3,13,49
13,17,1,5,5,-2,60
18,74,7,2,2,93,58
13,7,2,7,4,27,51
17,19,1,10,5,78,44
13,1,8,4,2,0,73
7,49,4,5,5,70,79
15,19,4,3,1,12,40
4,50,7,8,5,79,42
16,27,2,6,5,41,15
19,72,7,3,2,13,16
12,21,5,5,2,66,28
9,25,6,4,5,1,45
15,20,4,5,5,43,55
1,72,4,4,1,102,29
18,54,4,7,4,-16,55
9,49,7,7,5,64,59
15,19,2,5,5,2,72
20,68,2,3,1,37,67
7,32,6,6,5,95,8
10,80,1,6,2,4,29
14,48,8,2,2,44,37
4,68,5,2,3,106,6
6,55,3,6,4,20,64
20,61,1,10,5,-13,70
15,59,3,5,2,70,66
11,43,4,1,3,92,5
3,42,4,3,5,-27,22
13,49,12,4,5,99,62
2,49,3,3,5,60,50
1,56,3,5,5,-20,77
4,50,3,4,5,-1,54
11,41,12,10,5,83,26
14,42,9,1,2,70,71
12,58,10,11,5,83,74
15,52,4,8,5,72,62
5,61,11,8,5,46,75
9,49,2,10,5,81,57
9,80,9,1,3,48,73
12,18,4,2,4,-6,32
11,63,8,3,3,25,34
7,46,9,5,3,31,45
4,31,3,4,1,72,67
18,3,3,3,5,56,26
8,2,2,6,5,69,42
11,9,2,1,3,48,12
10,51,2,3,5,40,74
3,69,3,3,3,96,2
4,46,9,6,3,116,41
20,50,4,9,5,17,2
17,14,2,4,5,14,21
14,57,1,4,5,87,79
8,29,1,7,5,14,75
7,27,2,6,5,10,38
5,42,6,11,5,-11,2
13,3,3,2,4,0,62
1,68,1,3,1,104,72
11,10,5,5,2,60,34
5,32,12,9,5,35,69
10,48,2,8,5,49,31
5,4,3,2,4,32,30
9,47,9,3,2,-2,35
1,11,1,2,4,-9,55
10,30,3,4,4,33,39
16,32,4,5,5,-13,68
18,17,4,2,5,79,22
8,70,3,6,1,29,6
10,49,7,4,1,61,40
15,43,2,2,5,-17,38
13,18,5,1,2,70,21
3,57,2,3,4,67,37
15,9,4,2,5,-12,19
13,42,1,2,5,15,80
7,59,6,5,1,89,45
11,48,1,2,3,115,24
17,43,12,6,5,56,51
3,55,1,2,5,-1,21
7,40,7,2,3,20,31
20,39,3,12,5,65,65
5,44,6,4,5,41,31
16,75,1,3,3,32,42
3,32,4,7,5,53,26
15,25,11,12,5,7,51
9,16,7,3,5,-1,32
18,13,8,2,1,81,77
14,48,9,2,1,24,77
5,38,2,7,4,-30,48
4,1,4,9,5,9,5
19,66,2,5,1,28,64
10,48,4,3,5,71,23
16,72,9,4,2,70,14
15,26,4,5,5,64,48
13,41,4,6,4,-9,53
11,42,3,4,5,83,74
3,37,4,3,2,69,75
5,1,1,2,5,70,37
13,4,9,5,3,28,68
12,46,2,6,4,48,16
5,54,4,3,5,98,34
13,2,3,1,2,96,9
4,70,8,1,3,0,78
14,7,2,7,5,88,33
13,5,1,1,1,5,61
16,34,3,6,5,83,77
4,8,3,7,5,82,14
12,15,1,7,5,54,68
10,57,7,4,1,31,67
2,67,7,6,3,7,59
9,14,1,6,5,50,71
17,50,3,3,3,74,36
10,43,1,4,4,88,68
17,40,3,5,2,93,1
2,10,6,4,1,37,16
17,50,4,5,4,-3,38
12,7,11,10,5,49,66
8,26,2,11,5,-18,17
18,68,2,3,2,56,38
4,20,12,11,5,63,39
8,25,12,6,5,46,52
17,9,9,5,5,51,53
20,59,9,3,2,33,12
18,41,1,8,5,20,65
10,3,1,5,4,-11,1
2,38,1,4,5,-21,11
9,5,7,11,5,32,5
6,30,1,3,5,2,67
15,10,7,10,5,14,3
11,14,6,3,1,90,32
11,42,3,3,4,24,29
1,26,1,1,1,79,61
4,74,8,5,2,0,70
17,63,5,3,3,68,66
1,5,6,3,2,41,49
14,7,7,6,3,11,35
5,36,5,9,5,60,8
2,30,4,2,5,-13,60
6,56,9,12,5,-8,58
16,44,6,5,3,116,58
11,45,3,7,4,23,15
20,23,7,6,5,1,59
6,82,8,3,1,69,12
7,3,4,5,5,7,54
19,23,1,9,5,95,7
4,56,1,9,5,91,12
4,49,6,6,5,-20,44
8,20,10,12,5,42,62
8,49,1,4,5,68,77
4,31,4,2,5,51,53
7,30,3,4,4,68,38
11,64,1,1,3,9,65
4,27,6,3,2,24,41
2,22,4,5,5,58,1
7,19,12,6,5,81,50
7,23,2,5,2,51,62
4,7,7,7,5,52,39
6,29,1,5,5,24,25
2,22,2,3,4,-4,80
15,25,10,10,5,7,16
11,40,8,5,5,8,0
8,47,2,2,5,3,78
13,26,4,6,5,74,10
16,15,7,5,3,23,16
8,26,7,2,3,1,71
16,14,2,4,5,49,78
6,4,12,4,5,77,64
2,20,2,7,5,33,48
11,16,3,9,5,-13,7
18,13,12,3,5,78,27
2,47,4,2,4,-29,14
13,4,11,4,5,-3,25
13,22,9,2,3,21,40
2,4,3,2,4,-11,71
5,45,4,4,2,19,58
7,32,12,12,5,16,16
5,41,11,6,5,-19,24
4,17,4,7,5,84,3
15,62,2,6,3,108,45
15,75,5,1,1,19,78
11,19,5,5,5,99,27
12,27,7,6,3,117,63
3,64,1,1,2,89,73
19,54,10,8,5,-1,18
1,55,3,3,4,-3,60
19,7,3,5,5,21,79
2,4,3,4,5,60,37
17,40,3,12,5,71,65
18,10,1,6,5,22,35
15,17,11,10,5,35,14
1,53,3,6,5,58,14
4,31,3,11,5,98,79
10,68,1,6,2,54,27
20,83,5,4,3,43,39
4,4,1,6,2,19,12
16,37,4,5,4,89,47
6,49,10,11,5,82,32
9,33,4,4,4,10,78
19,26,2,9,5,96,3
9,59,7,6,5,60,34
11,24,10,4,5,-12,25
10,13,1,5,5,84,57
7,82,3,1,1,18,58
7,35,6,12,5,33,49
20,24,2,4,2,10,61
4,17,6,6,1,79,10
5,52,6,2,2,77,59
17,55,3,4,4,65,49
5,9,3,4,4,53,78
3,45,2,4,4,11,44
6,40,5,4,2,64,40
19,50,2,11,5,32,32
15,16,3,6,5,-15,31
13,4,1,6,5,75,52
10,38,9,5,3,9,8
15,20,2,7,4,6,35
1,43,2,3,4,10,66
15,10,3,3,5,-13,47
1,13,1,2,4,5,23
18,37,4,3,5,30,70
6,36,9,3,3,98,64
5,9,2,4,5,63,40
8,20,2,3,4,62,59
19,53,8,5,5,52,64
11,51,3,7,4,-21,70
8,35,6,7,5,40,44
11,1,1,3,4,40,3
7,54,7,3,5,12,60
19,30,4,6,5,39,81
10,3,7,2,1,10,43
16,59,9,3,1,102,6
12,9,1,3,4,24,81
5,39,1,6,5,88,61
7,6,1,3,4,55,42
15,52,1,5,5,-15,73
6,31,8,6,5,66,45
12,53,2,7,5,62,29
12,36,12,3,5,46,78
15,53,11,8,5,20,15
17,5,5,10,5,37,11
18,24,8,11,5,70,10
7,39,5,6,3,25,64
4,26,1,3,4,28,41
17,9,3,6,4,11,30
15,53,11,9,5,81,16
20,36,1,6,2,78,4
6,52,2,6,3,41,48
14,48,4,3,5,-23,4
14,78,5,4,1,43,51
4,58,5,3,5,-16,17
9,54,10,6,5,-9,77
